Symbol,Name,LastSale,MarketCap,,,,,,
MTSI,"MACOM Technology Solutions Holdings, Inc.",43.64,2803167440,,,,,,
ITRI,"Itron, Inc.",72.25,2796124130,,,,,,
FIVE,"Five Below, Inc.",50.47,2785926083,,,,,,
FCFS,"First Cash, Inc.",58.3,2782074251,,,,,,
ROLL,RBC Bearings Incorporated,114.58,2778366662,,,,,,
LAUR,"Laureate Education, Inc.",14.82,2775346157,,,,,,
CVLT,"Commvault Systems, Inc.",60.95,2774269744,,,,,,
SANM,Sanmina Corporation,36.8,2773691918,,,,,,
HQY,"HealthEquity, Inc.",45.77,2768569630,,,,,,
PAAS,Pan American Silver Corp.,18,2757037986,,,,,,
NEOG,Neogen Corporation,71.5,2731433491,,,,,,
NXST,"Nexstar Media Group, Inc.",59,2725800000,,,,,,
ACIW,"ACI Worldwide, Inc.",22.96,2713982300,,,,,,
ACWX,iShares MSCI ACWI ex US Index Fund,48.09,2712276000,,,,,,
SFM,"Sprouts Farmers Market, Inc.",19.8,2684428204,,,,,,
PZZA,"Papa John&#39;s International, Inc.",73.68,2683204413,,,,,,
FFIN,"First Financial Bankshares, Inc.",40.5,2679897636,,,,,,
SAGE,"Sage Therapeutics, Inc.",70.37,2634729081,,,,,,
RRR,"Red Rock Resorts, Inc.",22.65,2629231456,,,,,,
CACQ,Caesars Acquisition Company,18.9,2626815706,,,,,,
VRNT,Verint Systems Inc.,41.05,2616311118,,,,,,
GBCI,"Glacier Bancorp, Inc.",33.51,2613843334,,,,,,
CBPO,"China Biologic Products Holdings, Inc.",95.95,2613520354,,,,,,
PSMT,"PriceSmart, Inc.",85.7,2605069178,,,,,,
HELE,Helen of Troy Limited,95.55,2601332793,,,,,,
URBN,"Urban Outfitters, Inc.",23.54,2585437559,,,,,,
LOXO,"Loxo Oncology, Inc.",86.59,2584944860,,,,,,
HAWK,"Blackhawk Network Holdings, Inc.",45.3,2566471500,,,,,,
IUSG,iShares Core S&P U.S. Growth ETF,50.47,2566399500,,,,,,
MCHI,iShares MSCI China ETF,63.15,2563890000,,,,,,
TSG,The Stars Group Inc.,17.3,2547990970,,,,,,
AFSI,"AmTrust Financial Services, Inc.",13,2545469199,,,,,,
TWOU,"2U, Inc.",52.8,2530888483,,,,,,
WBMD,WebMD Health Corp,66.46,2524218456,,,,,,
FNSR,Finisar Corporation,21.99,2504387554,,,,,,
SHOO,"Steven Madden, Ltd.",42.05,2487610510,,,,,,
GWPH,GW Pharmaceuticals Plc,105.68,2474964623,,,,,,
TTEK,"Tetra Tech, Inc.",43.45,2457161285,,,,,,
MDRX,"Allscripts Healthcare Solutions, Inc.",13.59,2454515612,,,,,,
TTD,"The Trade Desk, Inc.",60.12,2451768269,,,,,,
GPOR,Gulfport Energy Corporation,13.38,2446598843,,,,,,
WERN,"Werner Enterprises, Inc.",33.85,2446446297,,,,,,
SSB,South State Corporation,83.6,2446431693,,,,,,
ARLP,"Alliance Resource Partners, L.P.",18.65,2437633647,,,,,,
GRPN,"Groupon, Inc.",4.38,2435322758,,,,,,
PSEC,Prospect Capital Corporation,6.76,2435099111,,,,,,
PCTY,Paylocity Holding Corporation,47.05,2434841546,,,,,,
KLXI,KLX Inc.,47.34,2434393887,,,,,,
MDCO,The Medicines Company,33.5,2433420202,,,,,,
IIVI,II-VI Incorporated,38.45,2433097544,,,,,,
BCPC,Balchem Corporation,76.12,2432644559,,,,,,
IDCC,"InterDigital, Inc.",70.05,2431519700,,,,,,
SUPN,"Supernus Pharmaceuticals, Inc.",47.9,2428487369,,,,,,
IBOC,International Bancshares Corporation,36.7,2424386549,,,,,,
SAVE,"Spirit Airlines, Inc.",34.91,2421673361,,,,,,
CBSHP,"Commerce Bancshares, Inc.",26.3,2410142625,,,,,,
CREE,"Cree, Inc.",24.45,2388394851,,,,,,
ODP,"Office Depot, Inc.",4.59,2379484550,,,,,,
MLNX,"Mellanox Technologies, Ltd.",47.15,2371050580,,,,,,
FV,First Trust Dorsey Wright Focus 5 ETF,25.62,2364726051,,,,,,
IRWD,"Ironwood Pharmaceuticals, Inc.",15.8,2363552399,,,,,,
SMTC,Semtech Corporation,35.7,2363292876,,,,,,
INOV,"Inovalon Holdings, Inc.",16.2,2362149994,,,,,,
PRTA,Prothena Corporation plc,61.71,2361955249,,,,,,
JJSF,J & J Snack Foods Corp.,125.91,2359381281,,,,,,
DORM,"Dorman Products, Inc.",69.15,2356187919,,,,,,
IRBT,iRobot Corporation,85.08,2354353924,,,,,,
XOG,"Extraction Oil & Gas, Inc.",13.7,2351868314,,,,,,
CVBF,CVB Financial Corporation,21.29,2345115620,,,,,,
IUSV,iShares Core S&P U.S. Value ETF,51.73,2325263500,,,,,,
VIAV,Viavi Solutions Inc.,10.16,2311878556,,,,,,
FMBI,"First Midwest Bancorp, Inc.",22.27,2287962566,,,,,,
TELL,Tellurian Inc.,10.84,2285716275,,,,,,
ICPT,"Intercept Pharmaceuticals, Inc.",90.75,2277817831,,,,,,
AAAP,Advanced Accelerator Applications S.A.,54.4,2273019626,,,,,,
PEGI,Pattern Energy Group Inc.,25.89,2271924186,,,,,,
GSM,Ferroglobe PLC,13.2,2269696849,,,,,,
TIVO,TiVo Corporation,18.6,2267860800,,,,,,
MRCY,Mercury Systems Inc,47.06,2263835042,,,,,,
LPNT,"LifePoint Health, Inc.",56.4,2262547645,,,,,,
AMKR,"Amkor Technology, Inc.",9.45,2261152095,,,,,,
FSV,FirstService Corporation,65.19,2256469841,,,,,,
MGEE,MGE Energy Inc.,64.55,2237843284,,,,,,
GGAL,Grupo Financiero Galicia S.A.,45.83,2236569079,,,,,,
ONB,Old National Bancorp,16.5,2236019577,,,,,,
COLB,"Columbia Banking System, Inc.",38.19,2229569282,,,,,,
MYGN,"Myriad Genetics, Inc.",32.57,2229024715,,,,,,
FOLD,"Amicus Therapeutics, Inc.",13.52,2224933253,,,,,,
HA,"Hawaiian Holdings, Inc.",41.25,2209381515,,,,,,
HOPE,"Hope Bancorp, Inc.",16.24,2198079859,,,,,,
RDFN,Redfin Corporation,26.89,2186860926,,,,,,
EGBN,"Eagle Bancorp, Inc.",63.9,2183719175,,,,,,
ABCO,The Advisory Board Company,53.5,2178084938,,,,,,
ROIC,Retail Opportunity Investments Corp.,19.74,2166074069,,,,,,
CSA,VictoryShares US Small Cap Volatility Wtd ETF,42.0955,2157328790,,,,,,
INGN,"Inogen, Inc",103.9,2153473480,,,,,,
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",52.09,2140952861,,,,,,
SOHU,Sohu.com Inc.,54.94,2135354738,,,,,,
GLNG,Golar LNG Limited,21.11,2133813007,,,,,,
DSGX,The Descartes Systems Group Inc.,27.8,2133010517,,,,,,
AXON          ,Axovant Sciences Ltd.,19.83,2132239093,,,,,,
CCOI,"Cogent Communications Holdings, Inc.",46.4,2131436154,,,,,,
POWI,"Power Integrations, Inc.",71.45,2126279907,,,,,,
RARE,Ultragenyx Pharmaceutical Inc.,49.79,2114006624,,,,,,
INSM,"Insmed, Inc.",27.6,2111429422,,,,,,
ETSY,"Etsy, Inc.",17.79,2103799626,,,,,,
VCLT,Vanguard Long-Term Corporate Bond ETF,93.28,2089862097,,,,,,
MMSI,"Merit Medical Systems, Inc.",41.65,2087890260,,,,,,
HZNP,Horizon Pharma plc,12.71,2076232746,,,,,,
ENDP,Endo International plc,9.28,2072150391,,,,,,
MLHR,"Herman Miller, Inc.",34.6,2069169164,,,,,,
ALRM,"Alarm.com Holdings, Inc.",44.21,2064968019,,,,,,
BPMC,Blueprint Medicines Corporation,52.78,2064877580,,,,,,
ABY,Atlantica Yield plc,20.54,2058462520,,,,,,
PENN,"Penn National Gaming, Inc.",22.53,2057817653,,,,,,
TRMK,Trustmark Corporation,30.36,2056629238,,,,,,
SIR,Select Income REIT,22.97,2054497602,,,,,,
QTEC,First Trust NASDAQ-100- Technology Index Fund,66.78,2053485134,,,,,,
FNGN,"Financial Engines, Inc.",32.45,2049389810,,,,,,
SKYW,"SkyWest, Inc.",39.5,2047713457,,,,,,
CORT,Corcept Therapeutics Incorporated,18.04,2045696330,,,,,,
ORBK,Orbotech Ltd.,42.51,2036229000,,,,,,
PLCE,"Children&#39;s Place, Inc. (The)",114.95,2027702367,,,,,,
AERI,"Aerie Pharmaceuticals, Inc.",55.75,2025989677,,,,,,
FIBK,"First Interstate BancSystem, Inc.",35.7,2015096032,,,,,,
CSOD,"Cornerstone OnDemand, Inc.",34.85,2006628847,,,,,,
HSNI,"HSN, Inc.",38.2,2001208918,,,,,,
CBF,Capital Bank Financial Corp.,38.35,1994268838,,,,,,
VNOM,Viper Energy Partners LP,17.36,1976673572,,,,,,
COKE,Coca-Cola Bottling Co. Consolidated,211.18,1971189809,,,,,,
RNST,Renasant Corporation,39.91,1968166719,,,,,,
PCH,Potlatch Corporation,48.2,1957443693,,,,,,
WSTC,West Corporation,23.38,1955984501,,,,,,
TOWN,Towne Bank,31.25,1952880250,,,,,,
ALGT,Allegiant Travel Company,121.5,1952546796,,,,,,
MGLN,"Magellan Health, Inc.",82.3,1949074359,,,,,,
NVCR,NovoCure Limited,21.75,1935806006,,,,,,
BRKS,"Brooks Automation, Inc.",27.72,1933727796,,,,,,
CFFN,"Capitol Federal Financial, Inc.",13.99,1933597562,,,,,,
TQQQ,ProShares UltraPro QQQ,116.15,1928090000,,,,,,
FRME,First Merchants Corporation,39.24,1927517811,,,,,,
INDB,Independent Bank Corp.,70.1,1923340009,,,,,,
MATW,Matthews International Corporation,59.45,1913515426,,,,,,
CAKE,The Cheesecake Factory Incorporated,40.69,1912733059,,,,,,
BL,"BlackLine, Inc.",36.35,1907289335,,,,,,
ERI,"Eldorado Resorts, Inc.",24.85,1905413684,,,,,,
QLYS,"Qualys, Inc.",50.75,1904235765,,,,,,
EXLS,"ExlService Holdings, Inc.",56.38,1902380782,,,,,,
NGHC,National General Holdings Corp,17.83,1901480938,,,,,,
EFII,"Electronics for Imaging, Inc.",40.78,1891300672,,,,,,
BANR,Banner Corporation,56.74,1888331655,,,,,,
BLDR,"Builders FirstSource, Inc.",16.73,1884513258,,,,,,
UNFI,"United Natural Foods, Inc.",37.21,1883385006,,,,,,
CIGI,Colliers International Group Inc. ,50.15,1881426999,,,,,,
TERP,"TerraForm Power, Inc.",13.37,1879352780,,,,,,
HTLD,"Heartland Express, Inc.",22.56,1879306476,,,,,,
ACXM,Acxiom Corporation,23.59,1878834066,,,,,,
OMCL,"Omnicell, Inc.",50.1,1876431623,,,,,,
HALO,"Halozyme Therapeutics, Inc.",13.18,1870443786,,,,,,
ERIC,Ericsson,5.73,1869202879,,,,,,
CCMP,Cabot Microelectronics Corporation,73.68,1864553227,,,,,,
CENT,Central Garden & Pet Company,35.93,1860263426,,,,,,
UCBI,"United Community Banks, Inc.",26.19,1859037620,,,,,,
VGSH,Vanguard Short-Term Government ETF,60.81,1851513448,,,,,,
RGEN,Repligen Corporation,43,1851152494,,,,,,
CALM,"Cal-Maine Foods, Inc.",37.95,1843385273,,,,,,
CSQ,Calamos Strategic Total Return Fund,11.92,1841806880,,,,,,
FELE,"Franklin Electric Co., Inc.",39.6,1841037779,,,,,,
NXTM,"NxStage Medical, Inc.",27.85,1838299907,,,,,,
SFBS,"ServisFirst Bancshares, Inc.",34.61,1831984480,,,,,,
EBIX,"Ebix, Inc.",57.95,1822645776,,,,,,
AGII,"Argo Group International Holdings, Ltd.",60.45,1821390357,,,,,,
UFPI,"Universal Forest Products, Inc.",89.18,1821213895,,,,,,
LTXB,"LegacyTexas Financial Group, Inc.",37.65,1807553119,,,,,,
ARRY,Array BioPharma Inc.,10.53,1805287314,,,,,,
ACIA,"Acacia Communications, Inc.",45.92,1801355500,,,,,,
EXPO,"Exponent, Inc.",69.55,1793930831,,,,,,
CENTA,Central Garden & Pet Company,34.48,1785190173,,,,,,
TTEC,"TeleTech Holdings, Inc.",38.85,1780978406,,,,,,
PINC,"Premier, Inc.",33.43,1779335786,,,,,,
GOV,Government Properties Income Trust,18.41,1770953227,,,,,,
PLXS,Plexus Corp.,52.42,1761356924,,,,,,
SFNC,Simmons First National Corporation,54.65,1760475317,,,,,,
TBPH,"Theravance Biopharma, Inc.",32.67,1758608850,,,,,,
PRGS,Progress Software Corporation,36.23,1749498297,,,,,,
AMED,Amedisys Inc,51.63,1748300016,,,,,,
TWNK,"Hostess Brands, Inc.",13.4,1747238864,,,,,,
CZR,Caesars Entertainment Corporation,11.7,1745008984,,,,,,
IGF,iShares Global Infrastructure ETF,46.03,1744537000,,,,,,
CENX,Century Aluminum Company,19.82,1730627637,,,,,,
UPL,Ultra Petroleum Corp.,8.79,1725610450,,,,,,
AAON,"AAON, Inc.",32.6,1714878077,,,,,,
EUFN,iShares MSCI Europe Financials Sector Index Fund,22.98,1699371000,,,,,,
AAWW,Atlas Air Worldwide Holdings,67.15,1696594978,,,,,,
SIMO,Silicon Motion Technology Corporation,47.35,1688265671,,,,,,
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,120.13,1687826500,,,,,,
WSBC,"WesBanco, Inc.",38.33,1687721071,,,,,,
CALD,"Callidus Software, Inc.",24.95,1687684517,,,,,,
BGNE,"BeiGene, Ltd.",75.61,1685879951,,,,,,
COUP,Coupa Software Incorporated,31.37,1681562844,,,,,,
TRUE,"TrueCar, Inc.",17.04,1678389868,,,,,,
BOFI,"BofI Holding, Inc.",26.245,1669322096,,,,,,
OTTR,Otter Tail Corporation,42.15,1667344031,,,,,,
SHEN,Shenandoah Telecommunications Co,33.8,1660432639,,,,,,
NAVG,"The Navigators Group, Inc.",56.15,1656322582,,,,,,
NWBI,"Northwest Bancshares, Inc.",16.14,1654268073,,,,,,
GPRO,"GoPro, Inc.",11.41,1651130318,,,,,,
IPXL,"Impax Laboratories, Inc.",22.15,1646022960,,,,,,
BLMN,"Bloomin&#39; Brands, Inc.",17.56,1640217490,,,,,,
KALU,Kaiser Aluminum Corporation,96.76,1636949201,,,,,,
MNRO,"Monro, Inc. ",50,1636206200,,,,,,
RUSHA,"Rush Enterprises, Inc.",41,1631130716,,,,,,
FWRD,Forward Air Corporation,53.53,1621847015,,,,,,
ABCB,Ameris Bancorp,43.55,1621238942,,,,,,
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,37.85,1618087500,,,,,,
BWLD,"Buffalo Wild Wings, Inc.",104.15,1614375200,,,,,,
MIME,Mimecast Limited,28.21,1602265007,,,,,,
IBTX,"Independent Bank Group, Inc",57.6,1600712294,,,,,,
JOBS,"51job, Inc.",59.62,1597420779,,,,,,
SFLY,"Shutterfly, Inc.",47.72,1592227047,,,,,,
AHGP,"Alliance Holdings GP, L.P.",26.57,1590559910,,,,,,
ISCA,International Speedway Corporation,35.3,1578481789,,,,,,
MANT,ManTech International Corporation,40.56,1577261100,,,,,,
HMSY,HMS Holdings Corp,18.75,1575888581,,,,,,
MYOK,"MyoKardia, Inc.",44.35,1575077477,,,,,,
AKCA,"Akcea Therapeutics, Inc.",23.67,1575040358,,,,,,
BSFT,"BroadSoft, Inc.",50.5,1566196597,,,,,,
SYNT,"Syntel, Inc.",18.69,1563895936,,,,,,
RMR,The RMR Group Inc.,50.2,1560944402,,,,,,
APPN,Appian Corporation,25.95,1560055872,,,,,,
FOXF,Fox Factory Holding Corp.,41.45,1551436610,,,,,,
OSIS,"OSI Systems, Inc.",82.53,1549653183,,,,,,
NTRI,NutriSystem Inc,51.45,1545244258,,,,,,
TVTY,"Tivity Health, Inc.",39.2,1543988550,,,,,,
FFBC,First Financial Bancorp.,24.75,1538274722,,,,,,
XLRN,Acceleron Pharma Inc.,39.74,1537344801,,,,,,
INVA,"Innoviva, Inc.",14.05,1536518453,,,,,,
CRED,iShares U.S. Credit Bond ETF,112.08,1535496000,,,,,,
AMBA,"Ambarella, Inc.",46.18,1533831987,,,,,,
PCRX,"Pacira Pharmaceuticals, Inc.",37.8,1524910590,,,,,,
RUSHB,"Rush Enterprises, Inc.",38.3,1523714791,,,,,,
WDFC,WD-40 Company,108.7,1523602572,,,,,,
GNCMA,"General Communication, Inc.",42.2,1523462200,,,,,,
GMLP,Golar LNG Partners LP,21.94,1519307505,,,,,,
MSTR,MicroStrategy Incorporated,132.21,1513407077,,,,,,
TTMI,"TTM Technologies, Inc.",14.86,1512962014,,,,,,
OCLR,"Oclaro, Inc.",8.95,1509514437,,,,,,
APPF,"AppFolio, Inc.",44.5,1509098641,,,,,,
MDXG,"MiMedx Group, Inc",13.4,1507098402,,,,,,
FEX,First Trust Large Cap Core AlphaDEX Fund,54.36,1505772109,,,,,,
CSFL,CenterState Bank Corporation,24.75,1485762102,,,,,,
FMI,"Foundation Medicine, Inc.",41.1,1480493062,,,,,,
NTGR,"NETGEAR, Inc.",46.8,1479092332,,,,,,
NBTB,NBT Bancorp Inc.,33.93,1476317610,,,,,,
RDUS,"Radius Health, Inc.",33.84,1472183820,,,,,,
PRIM,Primoris Services Corporation,28.62,1472135669,,,,,,
IMPV,"Imperva, Inc.",43.4,1467563926,,,,,,
CTRE,"CareTrust REIT, Inc.",19.27,1462631810,,,,,,
NOVT,Novanta Inc.,42.1,1455911504,,,,,,
SAIA,"Saia, Inc.",57.1,1453217783,,,,,,
LXRX,"Lexicon Pharmaceuticals, Inc.",13.76,1452800835,,,,,,
GIII,"G-III Apparel Group, LTD.",29.75,1450556004,,,,,,
PAHC,Phibro Animal Health Corporation,36.35,1449951519,,,,,,
NSIT,"Insight Enterprises, Inc.",40.48,1448624081,,,,,,
CYBR,CyberArk Software Ltd.,41.9,1442332960,,,,,,
AMWD,American Woodmark Corporation,88.7,1441367017,,,,,,
RMBS,"Rambus, Inc.",13.16,1438088255,,,,,,
CNMD,CONMED Corporation,51.1,1426923605,,,,,,
WABC,Westamerica Bancorporation,54.03,1421308155,,,,,,
BMCH,"BMC Stock Holdings, Inc.",21.05,1409478193,,,,,,
WSFS,WSFS Financial Corporation,44.75,1405958588,,,,,,
ATSG,"Air Transport Services Group, Inc",23.76,1404765141,,,,,,
PPBI,Pacific Premier Bancorp Inc,35.05,1403962379,,,,,,
MINI,"Mobile Mini, Inc.",31.75,1402991606,,,,,,
LABL,Multi-Color Corporation,82.25,1401988756,,,,,,
PDP,PowerShares DWA Momentum Portfolio,48.4,1396340000,,,,,,
BOBE,"Bob Evans Farms, Inc.",69.76,1391179522,,,,,,
XIV,VelocityShares Daily Inverse VIX Short-Term ETN,89.31,1388224191,,,,,,
SCHL,Scholastic Corporation,39.48,1386908357,,,,,,
BZUN,Baozun Inc.,37.35,1385409133,,,,,,
UBSH,Union Bankshares Corporation,31.67,1384216715,,,,,,
HMHC,Houghton Mifflin Harcourt Company,11.2,1381402747,,,,,,
SNHY,Sun Hydraulics Corporation,50.99,1379720614,,,,,,
SYNA,Synaptics Incorporated,40.85,1376778661,,,,,,
LORL,"Loral Space and Communications, Inc.",44.35,1371867507,,,,,,
AIMC,Altra Industrial Motion Corp.,46.8,1371682166,,,,,,
NRCIB,National Research Corporation,55.6,1361256412,,,,,,
IOSP,Innospec Inc.,56.15,1355272504,,,,,,
DIOD,Diodes Incorporated,27.61,1354914282,,,,,,
XPER,Xperi Corporation,27.35,1354347057,,,,,,
KLIC,"Kulicke and Soffa Industries, Inc.",19.02,1352281107,,,,,,
HUBG,"Hub Group, Inc.",39.45,1346585432,,,,,,
IMMU,"Immunomedics, Inc.",12.09,1345364198,,,,,,
PRAA,"PRA Group, Inc.",29.65,1339210326,,,,,,
FTSL,First Trust Senior Loan Fund ETF,48.28,1334942097,,,,,,
VGIT,Vanguard Intermediate -Term Government Bond ETF,65.06,1333807486,,,,,,
HTLF,"Heartland Financial USA, Inc.",44.45,1329827897,,,,,,
BUSE,First Busey Corporation,29.23,1328481811,,,,,,
VONG,Vanguard Russell 1000 Growth ETF,128.15,1326571765,,,,,,
MNTA,"Momenta Pharmaceuticals, Inc.",17.4,1326423385,,,,,,
SRUN,Silver Run Acquisition Corporation II,10.22,1322212500,,,,,,
AINV,Apollo Investment Corporation,6.01,1320364871,,,,,,
CORE,"Core-Mark Holding Company, Inc.",28.45,1317892622,,,,,,
PKW,PowerShares BuyBack Achievers Portfolio,54.34,1306877000,,,,,,
XT,iShares Exponential Technologies ETF,33.96,1304064000,,,,,,
APOG,"Apogee Enterprises, Inc.",44.96,1297018264,,,,,,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,254.2,1296422796,,,,,,
OSUR,"OraSure Technologies, Inc.",21.71,1290864399,,,,,,
CSGS,"CSG Systems International, Inc.",38.35,1287970062,,,,,,
AXDX,"Accelerate Diagnostics, Inc.",23.25,1285683662,,,,,,
STBA,"S&T Bancorp, Inc.",36.73,1284799129,,,,,,
SODA,SodaStream International Ltd.,59.02,1280607756,,,,,,
PATK,"Patrick Industries, Inc.",76.1,1280357539,,,,,,
CATM,Cardtronics plc,27.96,1276483631,,,,,,
WETF,"WisdomTree Investments, Inc.",9.27,1269407714,,,,,,
SSYS,"Stratasys, Ltd.",23.93,1264796220,,,,,,
EGHT,8x8 Inc,13.75,1262644611,,,,,,
TILE,"Interface, Inc.",20.5,1261978606,,,,,,
IPAR,"Inter Parfums, Inc.",40.35,1257786488,,,,,,
BPFH,"Boston Private Financial Holdings, Inc.",14.95,1257035079,,,,,,
HOLI,"Hollysys Automation Technologies, Ltd.",20.76,1252234875,,,,,,
EPAY,"Bottomline Technologies, Inc.",30.99,1251621982,,,,,,
BATRK,Liberty Media Corporation,25.3,1251515353,,,,,,
WPPGY,WPP plc,92.22,1250362933,,,,,,
INFN,Infinera Corporation,8.41,1246401283,,,,,,
DVAX,Dynavax Technologies Corporation,20.6,1246251714,,,,,,
THRM,Gentherm Inc,33.8,1245100841,,,,,,
SSRM,SSR Mining Inc.,10.41,1244775865,,,,,,
SMCI,"Super Micro Computer, Inc.",25.55,1244105946,,,,,,
PSDO,"Presidio, Inc.",13.67,1242776978,,,,,,
EXTR,"Extreme Networks, Inc.",11.28,1242681933,,,,,,
CNSL,"Consolidated Communications Holdings, Inc.",17.54,1242489785,,,,,,
ATRI,Atrion Corporation,668.35,1237678601,,,,,,
GOGO,Gogo Inc.,14.25,1235677293,,,,,,
QDEL,Quidel Corporation,36.77,1229602626,,,,,,
HYLS,First Trust High Yield Long/Short ETF,49.17,1229250098,,,,,,
PLYA,Playa Hotels & Resorts N.V.,11.14,1228798413,,,,,,
CVGW,"Calavo Growers, Inc.",70.05,1228199189,,,,,,
SRCE,1st Source Corporation,47.34,1227778238,,,,,,
SCSS,Select Comfort Corporation,29.88,1227052080,,,,,,
CVCO,"Cavco Industries, Inc.",134.95,1217174103,,,,,,
NWLI,"National Western Life Group, Inc.",332.82,1210188768,,,,,,
JRVR,"James River Group Holdings, Ltd.",40.94,1208468762,,,,,,
TRS,TriMas Corporation,26.35,1204752566,,,,,,
BEAT,"BioTelemetry, Inc.",37.2,1203795571,,,,,,
FIVN,"Five9, Inc.",21.81,1202092152,,,,,,
WEB,"Web.com Group, Inc.",24.7,1199577384,,,,,,
VREX,Varex Imaging Corporation,31.84,1198181292,,,,,,
LHCG,LHC Group,65.27,1193262289,,,,,,
IUSB,iShares Core Total USD Bond Market ETF,51.15,1191795000,,,,,,
AIMT,"Aimmune Therapeutics, Inc.",23.55,1190100121,,,,,,
AAXN,"Axon Enterprise, Inc.",22.4,1183468810,,,,,,
KRNY,Kearny Financial,14.25,1182913134,,,,,,
GLPG,Galapagos NV,101.47,1175751459,,,,,,
BABY,Natus Medical Incorporated,35.4,1173496406,,,,,,
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,152.37,1173249000,,,,,,
BNCL,"Beneficial Bancorp, Inc.",15.45,1173191980,,,,,,
VONV,Vanguard Russell 1000 Value ETF,102.68,1170552000,,,,,,
MEDP,"Medpace Holdings, Inc.",31.22,1170339395,,,,,,
AVAV,"AeroVironment, Inc.",48.96,1167221088,,,,,,
ASTE,"Astec Industries, Inc.",50.51,1165227716,,,,,,
INDY,iShares S&P India Nifty 50 Index Fund,35.52,1165056000,,,,,,
GOGL,Golden Ocean Group Limited,8.78,1162234870,,,,,,
ESPR,"Esperion Therapeutics, Inc.",51.43,1161966322,,,,,,
SPWR,SunPower Corporation,8.32,1160567566,,,,,,
USCR,"U S Concrete, Inc.",72.25,1156367247,,,,,,
GBT,"Global Blood Therapeutics, Inc.",26.45,1155251466,,,,,,
AAOI,"Applied Optoelectronics, Inc.",59.69,1152208605,,,,,,
SYKE,"Sykes Enterprises, Incorporated",26.74,1150066890,,,,,,
FTSM,First Trust Enhanced Short Maturity ETF,60.01,1146174437,,,,,,
CGBD,"TCG BDC, Inc.",18.42,1139458400,,,,,,
CAFD,8point3 Energy Partners LP,14.36,1135603620,,,,,,
PLUS,ePlus inc.,80.05,1134083399,,,,,,
SEDG,"SolarEdge Technologies, Inc.",26.85,1129963401,,,,,,
CMCT,CIM Commercial Trust Corporation,19.5,1128579036,,,,,,
FORM,"FormFactor, Inc.",15.55,1128069230,,,,,,
HIMX,"Himax Technologies, Inc.",10.41,1124560060,,,,,,
HDP,"Hortonworks, Inc.",16.75,1123992503,,,,,,
SGMO,"Sangamo Therapeutics, Inc.",13.4,1120385229,,,,,,
IRTC,"iRhythm Technologies, Inc.",49.27,1119902518,,,,,,
MB,"MINDBODY, Inc.",24.15,1119505104,,,,,,
CRZO,"Carrizo Oil & Gas, Inc.",13.72,1117382347,,,,,,
LKFN,Lakeland Financial Corporation,44.33,1116890050,,,,,,
EGOV,NIC Inc.,16.75,1109974394,,,,,,
BRKL,"Brookline Bancorp, Inc.",14.45,1106975702,,,,,,
GTLS,"Chart Industries, Inc.",35.9,1104096351,,,,,,
VTWO,Vanguard Russell 2000 ETF,113.98,1102756500,,,,,,
ISTB,iShares Core 1-5 Year USD Bond ETF,50.28,1101132000,,,,,,
SAFT,"Safety Insurance Group, Inc.",72.1,1097360125,,,,,,
GBDC,"Golub Capital BDC, Inc.",18.42,1095168376,,,,,,
AMSF,"AMERISAFE, Inc.",56.85,1094022708,,,,,,
ECOL,"US Ecology, Inc.",50.1,1093623832,,,,,,
RAVN,"Raven Industries, Inc.",30.25,1092116264,,,,,,
GHDX,"Genomic Health, Inc.",31.49,1090988936,,,,,,
VRNS,"Varonis Systems, Inc.",39.6,1089173369,,,,,,
NEXT,NextDecade Corporation,10.25,1089074103,,,,,,
PNK,"Pinnacle Entertainment, Inc.",18.84,1088530851,,,,,,
EIGI,"Endurance International Group Holdings, Inc.",7.6,1087693030,,,,,,
HLNE,Hamilton Lane Incorporated,23.02,1086569967,,,,,,
FTR,Frontier Communications Corporation,13.75,1079608750,,,,,,
ACOR,"Acorda Therapeutics, Inc.",23.05,1075298612,,,,,,
DERM,"Dermira, Inc.",25.83,1074305216,,,,,,
DBVT,DBV Technologies S.A.,44.03,1073524138,,,,,,
ADTN,"ADTRAN, Inc.",22.25,1063532912,,,,,,
STBZ,State Bank Financial Corporation.,27.18,1059121402,,,,,,
ECPG,Encore Capital Group Inc,41.05,1056665998,,,,,,
FTA,First Trust Large Cap Value AlphaDEX Fund,50.679,1054123301,,,,,,
LTRPA,"Liberty TripAdvisor Holdings, Inc.",14,1050782376,,,,,,
XNCR,"Xencor, Inc.",22.39,1050680753,,,,,,
BCOR,"Blucora, Inc.",23.35,1049145785,,,,,,
STFC,State Auto Financial Corporation,24.9,1047530924,,,,,,
VRTU,Virtusa Corporation,35.69,1044638627,,,,,,
VWOB,Vanguard Emerging Markets Government Bond ETF,81.24,1040860285,,,,,,
KTOS,"Kratos Defense & Security Solutions, Inc.",11.94,1039882587,,,,,,
ENSG,"The Ensign Group, Inc.",20.43,1039239900,,,,,,
UFCS,"United Fire Group, Inc",41.46,1037691809,,,,,,
FTXO,First Trust Nasdaq Bank ETF,26.03,1025582052,,,,,,
